8,9,2435
8,10,2773
8,11,3943
8,12,6126
8,13,10979
8,14,5548
8,15,4307
8,16,1544
8,17,2042
8,18,2645
8,19,3188
8,20,4457
8,21,5966
8,22,5556
8,23,6705
8,24,7624
9,1,10402
9,2,6220
9,3,4311
9,4,2436
9,5,1451
9,6,4529
9,7,3494
9,8,2272
9,9,0
9,10,343
9,11,1494
9,12,3677
9,13,8576
9,14,3101
9,15,1879
9,16,1482
9,17,1698
9,18,2729
9,19,2844
9,20,4113
9,21,3600
9,22,3190
9,23,4302
9,24,5248
10,1,10701
10,2,6549
10,3,4610
10,4,2735
10,5,1767
10,6,4857
10,7,3791
10,8,2569
10,9,329
10,10,0
10,11,1164
10,12,3379
10,13,8251
10,14,2740
10,15,1556
10,16,1411
10,17,1595
10,18,2656
10,19,2741
10,20,3747
10,21,3283
10,22,2873
10,23,3977
10,24,4931
11,1,9747
11,2,7427
11,3,3656
11,4,2638
11,5,2575
11,6,5735
11,7,4944
11,8,3722
11,9,1464
11,10,1141
11,11,0
11,12,2246
11,13,7322
11,14,1693
11,15,2425
11,16,2449
11,17,2593
11,18,3694
11,19,3643
11,20,4699
11,21,4076
11,22,3675
11,23,2996
11,24,4010
12,1,8613
12,2,9591
12,3,3363
12,4,3938
12,5,4739
12,6,7899
12,7,7205
12,8,5983
12,9,3729
12,10,3454
12,11,2346
12,12,0
12,13,6882
12,14,3225
12,15,4533
12,16,4763
12,17,4906
12,18,6008
12,19,5818
12,20,6986
12,21,6134
12,22,5732
12,23,4400
12,24,5251
13,1,14574
13,2,14700
13,3,9637
13,4,9421
13,5,9848
13,6,13008
13,7,11922
13,8,10700
13,9,8498
13,10,8187
13,11,7288
13,12,6768
13,13,0
13,14,5689
13,15,6690
13,16,9446
13,17,8946
13,18,10691
13,19,7932
13,20,6780
13,21,5042
13,22,5371
13,23,4305
13,24,3724
14,1,11003
14,2,9099
14,3,4912
14,4,3894
14,5,4247
14,6,7407
14,7,6511
14,8,5288
14,9,3032
14,10,2713
14,11,1693
14,12,3125
14,13,5727
14,14,0
14,15,1360
14,16,4021
14,17,3710
14,18,5266
14,19,2727
14,20,3746
14,21,3001
14,22,2590
14,23,1301
14,24,2441
15,1,12148
15,2,8003
15,3,6057
15,4,4169
15,5,3263
15,6,6312
15,7,5228
15,8,4006
15,9,1812
15,10,1503
15,11,2401
15,12,4418
15,13,6700
15,14,1330
15,15,0
15,16,2752
15,17,2356
15,18,3997
15,19,1366
15,20,2442
15,21,1731
15,22,1329
15,23,2426
15,24,3377
16,1,11834
16,2,5475
16,3,5743
16,4,3832
16,5,2837
16,6,3769
16,7,2597
16,8,1387
16,9,1484
16,10,1445
16,11,2504
16,12,4719
16,13,9535
16,14,4080
16,15,2828
16,16,0
16,17,500
16,18,1237
16,19,1646
16,20,2915
16,21,4522
16,22,4112
16,23,5261
16,24,6180
17,1,12110
17,2,6025
17,3,6019
17,4,4108
17,5,3113
17,6,4318
17,7,3147
17,8,1934
17,9,1760
17,10,1701
17,11,2723
17,12,4938
17,13,9094
17,14,3762
17,15,2432
17,16,550
17,17,0
17,18,1789
17,19,1142
17,20,2417
17,21,4011
17,22,3616
17,23,4956
17,24,5675
18,1,12977
18,2,6478
18,3,6886
18,4,4975
18,5,3980
18,6,4780
18,7,1885
18,8,2390
18,9,2627
18,10,2586
18,11,3645
18,12,5860
18,13,10676
18,14,5221
18,15,3969
18,16,1133
18,17,1639
18,18,0
18,19,2781
18,20,4056
18,21,5663
18,22,5253
18,23,6402
18,24,7321
19,1,13128
19,2,7043
19,3,7037
19,4,5126
19,5,4132
19,6,5337
19,7,4165
19,8,2953
19,9,2778
19,10,2719
19,11,3611
19,12,5699
19,13,7952
19,14,2703
19,15,1373
19,16,1568
19,17,1014
19,18,2803
19,19,0
19,20,1269
19,21,2869
19,22,2474
19,23,3814
19,24,4532
20,1,14524
20,2,8439
20,3,8433
20,4,6522
20,5,5527
20,6,6733
20,7,5561
20,8,4349
20,9,4174
20,10,3891
20,11,4879
20,12,6909
20,13,6933
20,14,3879
20,15,2589
20,16,2964
20,17,2416
20,18,4205
20,19,1396
20,20,0
20,21,1847
20,22,1452
20,23,2794
20,24,3511
21,1,13933
21,2,9838
21,3,7842
21,4,6018
21,5,5119
21,6,8146
21,7,7077
21,8,5854
21,9,3668
21,10,3366
21,11,4186
21,12,6168
21,13,5188
21,14,3135
21,15,1866
21,16,4555
21,17,4001
21,18,5790
21,19,2987
21,20,1839
21,21,0
21,22,428
21,23,1762
21,24,1900
22,1,13513
22,2,9410
22,3,7422
22,4,5589
22,5,4691
22,6,7718
22,7,6679
22,8,5457
22,9,3241
22,10,2938
22,11,3766
22,12,5748
22,13,5491
22,14,2715
22,15,1447
22,16,4142
22,17,3588
22,18,5377
22,19,2574
22,20,1426
22,21,410
22,22,0
22,23,1342
22,24,2072
23,1,12389
23,2,10485
23,3,6298
23,4,5280
23,5,5633
23,6,8793
23,7,7769
23,8,6547
23,9,4345
23,10,4034
23,11,3079
23,12,4406
23,13,4426
23,14,1384
23,15,2537
23,16,5293
23,17,4918
23,18,6538
23,19,3904
23,20,2758
23,21,1734
23,22,1332
23,23,0
23,24,1142
24,1,13498
24,2,11447
24,3,7407
24,4,6387
24,5,6628
24,6,9756
24,7,8672
24,8,7450
24,9,5268
24,10,4965
24,11,4068
24,12,5217
24,13,3810
24,14,2493
24,15,3464
24,16,6196
24,17,5616
24,18,7405
24,19,4602
24,20,3454
24,21,1851
24,22,2041
24,23,1111
24,24,0
